Rank,Code,Company,Price,1 Day,1 Week,1 Month,1 Year,Sector,Mkt Cap ($)
1852,TRI,TRITrivarx Ltd,$0.03,+15.39%,+15.39%,+50.00%,0.00%,Health Care,10.07M
1853,RNE,RNERenu Energy Ltd,$0.023,+7.14%,-6.25%,-22.41%,-43.75%,Utilities,10.07M
1854,ECPGA,ECPGAECP Emerging Growth Ltd,$1.33,0.00%,0.00%,-2.21%,-8.90%,N/A,10.07M
1855,JBY,JBYJames Bay Minerals LtdSPONSORED,$0.31,-1.59%,+14.82%,-17.33%,+55.00%,Materials,10.06M
1856,OPN,OPNOpenn Negotiation Ltd,$0.009,0.00%,+12.50%,+12.50%,-85.68%,Industrials,10.05M
1857,MAUCA,MAUCAMagnetic Resources NL,$0.49,0.00%,0.00%,+81.48%,-41.32%,N/A,10.01M
1858,NPM,NPMNewpeak Metals Ltd,$0.001,0.00%,0.00%,0.00%,0.00%,Materials,10M
1859,VTX,VTXVertex Minerals Ltd,$0.16,0.00%,+10.35%,+6.67%,+34.74%,Materials,9.99M
1860,NIS,NISNickelsearch Ltd,$0.062,0.00%,+16.98%,+5.09%,-51.81%,Materials,9.94M
1861,EFE,EFEEastern Resources Ltd,$0.008,0.00%,+14.29%,-11.11%,-78.38%,Materials,9.94M
1862,BOD,BODBOD Science Ltd,$0.056,0.00%,-6.67%,-21.13%,-41.05%,Health Care,9.93M
1863,AQD,AQDAusquest Ltd,$0.012,0.00%,-7.69%,-7.69%,-36.84%,Materials,9.9M
1864,BPP,BPPBabylon Pump & Power Ltd,$0.004,0.00%,0.00%,0.00%,-33.33%,Industrials,9.88M
1865,NAE,NAENew Age Exploration Ltd,$0.006,0.00%,0.00%,-8.33%,-31.25%,Energy,9.87M
1866,POU,POUBetashares British Pound ETF,$18.74,-0.16%,-0.48%,+0.16%,+7.45%,Financials,9.8M
1867,OLH,OLHOldfields Holdings Ltd,$0.049,0.00%,-2.00%,-2.00%,-35.53%,Industrials,9.79M
1868,BAOR,BAORAoris Int Fund (Class B) (Unhedged) (Managed Fund),$2.06,+1.48%,+1.98%,+1.48%,+4.30%,Financials,9.75M
1869,DTR,DTRDateline Resources Ltd,$0.011,-8.33%,+10.00%,-21.43%,-84.29%,Materials,9.74M
1870,CXU,CXUCauldron Energy Ltd,$0.01,+11.11%,+11.11%,-15.46%,-4.80%,Energy,9.74M
1871,ICE,ICEIcetana Ltd,$0.038,+11.77%,+11.77%,+15.15%,-30.91%,Information Technology,9.71M
1872,SNG,SNGSiren Gold Ltd,$0.061,0.00%,-10.29%,-8.96%,-65.14%,Materials,9.7M
1873,ADS,ADSAdslot Ltd,$0.003,0.00%,-25.00%,-40.00%,-75.00%,Information Technology,9.67M
1874,MPG,MPGMany Peaks Gold Ltd,$0.265,-11.67%,0.00%,-5.36%,+47.22%,Materials,9.64M
1875,RLF,RLFRLF Agtech Ltd,$0.105,0.00%,0.00%,-4.55%,-36.36%,Materials,9.63M
1876,GFLGA,GFLGAGlobal Masters Fund Ltd,$2.98,0.00%,0.00%,0.00%,-3.87%,N/A,9.61M
1877,BUY,BUYBounty Oil & Gas NL,$0.007,-12.50%,-22.22%,0.00%,0.00%,Energy,9.59M
1878,OLY,OLYOlympio Metals Ltd,$0.15,+7.14%,+7.14%,-9.09%,-3.23%,Materials,9.54M
1879,IBG,IBGIronbark ZINC Ltd,$0.007,+8.33%,0.00%,-18.75%,-38.10%,Materials,9.53M
1880,MVL,MVLMarvel Gold Ltd,$0.011,0.00%,0.00%,-8.33%,-56.00%,Materials,9.5M
1881,HCRD,HCRDBetashares Interest Rate Hedged Aus Corp Bond ETF,$23.68,-0.21%,-0.59%,-0.55%,+4.59%,Financials,9.49M
1882,MHK,MHKMetal Hawk Ltd,$0.12,+20.00%,+9.09%,+31.87%,-36.84%,Materials,9.45M
1883,FOS,FOSFOS Capital Ltd,$0.175,+2.94%,+9.38%,0.00%,-12.50%,Industrials,9.42M
1884,MXO,MXOMotio Ltd,$0.035,+9.38%,+34.62%,+29.63%,0.00%,Communication Services,9.39M
1885,NNL,NNLNordic Nickel Ltd,$0.16,0.00%,-11.11%,-17.95%,-31.92%,Materials,9.35M
1886,UCM,UCMUscom Ltd,$0.049,0.00%,0.00%,-2.00%,-2.00%,Health Care,9.34M
1887,SW1,SW1Swift Networks Group Ltd,$0.015,0.00%,0.00%,-21.05%,+15.39%,Communication Services,9.31M
1888,HLX,HLXHELIX Resources Ltd,$0.004,0.00%,+33.33%,0.00%,-27.27%,Materials,9.29M
1889,RNT,RNTRent.com.Au Ltd,$0.018,0.00%,0.00%,-10.00%,-51.35%,Communication Services,9.27M
1890,AM7,AM7Arcadia Minerals Ltd,$0.085,0.00%,-5.56%,-15.00%,-67.31%,Materials,9.27M
1891,JREG,JREGJpmorgan Asset Management (Australia) Ltd,$57.85,0.00%,-0.31%,-1.70%,+12.07%,Financials,9.26M
1892,OLI,OLIOliver's Real Food Ltd,$0.021,0.00%,0.00%,-16.00%,-64.41%,Consumer Discretionary,9.26M
1893,AUZ,AUZAustralian Mines Ltd,$0.013,+4.17%,0.00%,-10.71%,-80.66%,Materials,9.25M
1894,BCA,BCABlack Canyon Ltd,$0.14,-6.67%,-6.67%,+16.67%,-39.13%,Materials,9.24M
1895,CZN,CZNCorazon Mining Ltd,$0.015,0.00%,-11.77%,+25.00%,0.00%,Materials,9.23M
1896,SSH,SSHSSH Group Ltd,$0.14,0.00%,0.00%,0.00%,-20.00%,Industrials,9.23M
1897,CHW,CHWChilwa Minerals Ltd,$0.20,+2.56%,+11.11%,+25.00%,0.00%,Materials,9.18M
1898,YRL,YRLYandal Resources Ltd,$0.058,-3.33%,+3.57%,+23.40%,-55.39%,Materials,9.15M
1899,FG1,FG1FLYNN Gold Ltd,$0.067,-1.47%,+3.08%,+15.52%,-33.29%,Materials,9.14M
1900,SP8,SP8Streamplay Studio Ltd,$0.008,+14.29%,+14.29%,-11.11%,-33.33%,Communication Services,9.1M
1901,NVU,NVUNanoveu Ltd,$0.023,0.00%,0.00%,0.00%,+91.67%,Information Technology,9.08M
1902,LNU,LNULinius Technologies Ltd,$0.002,0.00%,0.00%,-20.00%,-42.86%,Information Technology,9.04M
1903,SPA,SPASpacetalk Ltd,$0.02,0.00%,-9.09%,-4.76%,-42.99%,Information Technology,9.01M
1904,DTI,DTIDTI Group Ltd,$0.02,0.00%,0.00%,-9.09%,+42.86%,Information Technology,8.97M
1905,APL,APLAssociate Global Partners Ltd,$0.185,0.00%,-7.50%,-11.91%,-57.96%,Financials,8.96M
1906,PLN,PLNPioneer Lithium Ltd,$0.315,0.00%,+8.62%,-21.25%,+57.50%,Materials,8.95M
1907,IMI,IMIInfinity Mining Ltd,$0.115,-8.00%,-4.17%,-23.33%,-50.00%,Materials,8.95M
1908,HFY,HFYHubify Ltd,$0.018,-14.29%,+12.50%,0.00%,-30.77%,Communication Services,8.93M
1909,ALM,ALMAlma Metals Ltd,$0.008,+14.29%,0.00%,-11.11%,-27.27%,Energy,8.91M
1910,MEG,MEGMegado Minerals Ltd,$0.035,0.00%,0.00%,-20.46%,-48.53%,Materials,8.91M
1911,R3D,R3DR3D Resources Ltd,$0.06,0.00%,+15.39%,+25.00%,-25.93%,Materials,8.89M
1912,ICG,ICGInca Minerals Ltd,$0.018,+5.88%,-10.00%,+5.88%,-48.57%,Materials,8.86M
1913,LDR,LDRLode Resources Ltd,$0.083,0.00%,-4.60%,-27.83%,-24.55%,Materials,8.86M
1914,A8G,A8GAustralasian Metals Ltd,$0.17,0.00%,-5.56%,-10.53%,-26.09%,Materials,8.86M
1915,INP,INPIncentiapay Ltd,$0.007,0.00%,0.00%,-12.50%,-22.22%,Communication Services,8.86M
1916,YTMORG,YTMORGEquity Trustees Ltd,$95.28,0.00%,0.00%,0.00%,+11.45%,N/A,8.84M
1917,TRU,TRUTruscreen Group Ltd,$0.021,0.00%,+5.00%,-12.50%,-48.78%,Health Care,8.82M
1918,X2M,X2MX2M Connect Ltd,$0.049,+22.50%,+16.67%,+22.50%,-48.42%,Information Technology,8.8M
1919,ESR,ESREstrella Resources Ltd,$0.005,-16.67%,-28.57%,-37.50%,-50.00%,Materials,8.8M
1920,SRZ,SRZStellar Resources Ltd,$0.008,-11.11%,0.00%,-33.33%,-38.46%,Materials,8.79M
1921,NWM,NWMNorwest Minerals Ltd,$0.031,0.00%,-15.28%,+1.67%,-35.11%,Materials,8.77M
1922,ACM,ACMAustralian Critical Minerals Ltd,$0.295,+11.32%,+11.32%,-3.28%,+47.50%,Materials,8.77M
1923,T88,T88Taiton Resources Ltd,$0.17,0.00%,-5.56%,-8.11%,-15.00%,Energy,8.76M
1924,AN1,AN1Anagenics Ltd,$0.023,0.00%,-4.17%,0.00%,-29.64%,Consumer Staples,8.71M
1925,KSM,KSMK2 Australian Small Cap Fund (Hedge Fund),$2.14,+2.39%,+2.39%,-1.84%,-6.14%,Financials,8.7M
1926,NSB,NSBNeuroscientific Biopharmaceuticals Ltd,$0.06,0.00%,0.00%,-14.89%,-29.41%,Health Care,8.68M
1927,1CG,1CGOne Click Group Ltd,$0.014,0.00%,+7.69%,-29.37%,-5.83%,Industrials,8.61M
1928,BEX,BEXBikeexchange Ltd,$0.006,0.00%,0.00%,0.00%,-66.67%,Consumer Discretionary,8.6M
1929,AKN,AKNAuking Mining Ltd,$0.042,-4.55%,-4.55%,-34.38%,-60.00%,Materials,8.57M
1930,BEE,BEEBroo Ltd,$0.009,0.00%,0.00%,0.00%,0.00%,Consumer Staples,8.57M
1931,RGL,RGLRiversgold Ltd,$0.009,0.00%,-10.00%,-30.77%,-78.05%,Materials,8.56M
1932,AJX,AJXAlexium International Group Ltd,$0.013,-13.33%,-23.53%,-23.53%,-23.53%,Materials,8.56M
1933,YTMQF4,YTMQF4Equity Trustees Ltd,$87.72,0.00%,0.00%,0.00%,+7.24%,N/A,8.54M
1934,FHS,FHSFreehill Mining Ltd,$0.003,0.00%,+50.00%,-25.00%,-72.73%,Materials,8.53M
1935,MCT,MCTMetalicity Ltd,$0.002,0.00%,0.00%,-20.00%,-50.00%,Materials,8.5M
1936,EXT,EXTExcite Technology Services Ltd,$0.007,0.00%,0.00%,0.00%,+75.00%,Information Technology,8.46M
1937,CAG,CAGCape Range Ltd,$0.089,0.00%,-15.24%,-15.24%,-40.67%,Information Technology,8.45M
1938,OXT,OXTOrexplore Technologies Ltd,$0.043,0.00%,-4.44%,-6.52%,-47.67%,Industrials,8.4M
1939,AWJ,AWJAuric Mining Ltd,$0.064,+6.67%,+36.17%,+52.38%,-11.11%,Materials,8.38M
1940,LPE,LPELocality Planning Energy Holdings Ltd,$0.047,0.00%,-9.62%,+4.44%,-12.96%,Utilities,8.37M
1941,ZAG,ZAGZuleika Gold Ltd,$0.016,+6.67%,+14.29%,+45.46%,-27.27%,Materials,8.37M
1942,ZNO,ZNOZOONO Group Ltd,$0.044,-20.00%,-4.35%,+22.22%,-57.62%,Materials,8.36M
1943,14D,14D1414 Degrees Ltd,$0.035,0.00%,+6.06%,-18.61%,-45.96%,Industrials,8.34M
1944,TTI,TTITraffic Technologies Ltd,$0.011,0.00%,+10.00%,-8.33%,-31.25%,Industrials,8.33M
1945,YTMDO2,YTMDO2Equity Trustees Ltd,$96.68,0.00%,0.00%,0.00%,+1.17%,N/A,8.32M
1946,ACP,ACPAudalia Resources Ltd,$0.012,0.00%,0.00%,0.00%,0.00%,Materials,8.31M
1947,RNO,RNORhinomed Ltd,$0.029,-17.14%,-3.33%,-29.27%,-75.83%,Health Care,8.29M
1948,BMM,BMMBalkan Mining and Minerals Ltd,$0.12,-7.69%,-11.11%,-41.46%,-58.62%,Materials,8.26M
1949,OD6,OD6OD6 Metals Ltd,$0.15,-14.29%,-9.09%,-9.09%,-36.17%,Materials,8.25M
1950,PFT,PFTPure Foods Tasmania Ltd,$0.075,-5.06%,-5.06%,-21.88%,-54.55%,Consumer Staples,8.25M
1951,YTMMQ1,YTMMQ1Equity Trustees Ltd,$97.16,0.00%,0.00%,0.00%,-2.84%,N/A,8.22M
1952,YAR,YARYari Minerals Ltd,$0.017,0.00%,+9.68%,-5.56%,-22.73%,Materials,8.2M
1953,EPN,EPNEpsilon Healthcare Ltd,$0.027,-3.57%,-6.90%,-10.00%,-18.18%,Health Care,8.11M
1954,IRX,IRXInhalerx Ltd,$0.042,0.00%,0.00%,-2.33%,-28.81%,Health Care,7.97M
1955,AUN,AUNAurumin Ltd,$0.025,0.00%,-16.67%,0.00%,-69.33%,Materials,7.96M
1956,GCM,GCMGreen Critical Minerals Ltd,$0.007,-12.50%,0.00%,0.00%,-50.00%,Materials,7.96M
1957,YOJ,YOJYojee Ltd,$0.007,0.00%,+16.67%,-22.22%,-85.42%,Information Technology,7.95M
1958,WWG,WWGWiseway Group Ltd,$0.047,0.00%,0.00%,+2.17%,-27.69%,Industrials,7.86M
1959,CNJ,CNJConico Ltd,$0.005,0.00%,0.00%,-16.67%,-58.33%,Materials,7.85M
1960,GIB,GIBGibb River Diamonds Ltd,$0.037,0.00%,-2.63%,+37.04%,-28.85%,Materials,7.83M
1961,LYN,LYNLycaon Resources Ltd,$0.195,-2.50%,-2.50%,-25.00%,-27.78%,Materials,7.81M
1962,FTC,FTCFintech Chain Ltd,$0.012,0.00%,0.00%,-7.69%,-40.00%,Financials,7.81M
1963,CCZ,CCZCastillo Copper Ltd,$0.006,-7.69%,0.00%,-20.00%,-70.00%,Materials,7.8M
1964,BSN,BSNBasin Energy Ltd,$0.125,-1.96%,+8.70%,-7.41%,-24.24%,Energy,7.79M
1965,KNO,KNOKnosys Ltd,$0.036,+2.86%,0.00%,-12.20%,-61.29%,Information Technology,7.78M
1966,OSX,OSXOsteopore Ltd,$0.05,0.00%,-1.96%,-15.25%,-74.40%,Health Care,7.75M
1967,XGOV,XGOVVaneck 10+ Year Australian Government Bond ETF,$48.40,+0.65%,+0.81%,-2.28%,-2.95%,Financials,7.74M
1968,NTM,NTMNT Minerals Ltd,$0.009,+28.57%,+28.57%,+12.50%,-10.00%,Materials,7.74M
1969,TZL,TZLTZ Ltd,$0.03,+25.00%,+25.00%,+25.00%,-66.67%,Information Technology,7.7M
1970,CXX,CXXCradle Resources Ltd,$0.041,0.00%,0.00%,0.00%,0.00%,Materials,7.69M
1971,RB6,RB6RUBIX Resources Ltd,$0.14,0.00%,-6.67%,-45.10%,-6.67%,Materials,7.64M
1972,GDM,GDMGreat Divide Mining Ltd,$0.28,0.00%,-8.20%,-5.09%,+40.00%,Materials,7.63M
1973,ODE,ODEOdessa Minerals Ltd,$0.008,0.00%,+6.67%,-33.33%,-50.00%,Materials,7.58M
1974,KPO,KPOKalina Power Ltd,$0.005,0.00%,-16.67%,-37.50%,-76.19%,Utilities,7.58M
1975,CMG,CMGCritical Minerals Group Ltd,$0.245,0.00%,+13.95%,+4.26%,+19.51%,Materials,7.56M
1976,GLH,GLHGlobal Health Ltd,$0.13,-7.14%,-3.70%,-23.53%,-48.00%,Health Care,7.55M
1977,KFM,KFMKingfisher Mining Ltd,$0.14,0.00%,-6.67%,-22.22%,-72.00%,Materials,7.52M
1978,NTL,NTLNew Talisman Gold Mines Ltd,$0.017,-15.00%,-10.53%,-5.56%,-30.56%,Materials,7.51M
1979,REZ,REZResources & Energy Group Ltd,$0.015,0.00%,0.00%,-3.23%,-21.05%,Materials,7.5M
1980,MKG,MKGMako Gold Ltd,$0.013,0.00%,-18.75%,-13.33%,-67.50%,Materials,7.49M
1981,YOW,YOWYowie Group Ltd,$0.034,0.00%,0.00%,0.00%,-29.17%,Consumer Staples,7.43M
1982,TAR,TARTaruga Minerals Ltd,$0.011,0.00%,+16.67%,-4.55%,-63.79%,Materials,7.41M
1983,AL8,AL8Alderan Resources Ltd,$0.012,+9.09%,+9.09%,+9.09%,+71.43%,Materials,7.4M
1984,ENX,ENXEnegex Ltd,$0.02,0.00%,+5.26%,+5.26%,-25.93%,Materials,7.38M
1985,SIV,SIVSIV Capital Ltd,$0.155,0.00%,-8.82%,-16.22%,-18.42%,Industrials,7.34M
1986,LIO,LIOLion Energy Ltd,$0.017,-10.53%,-19.05%,-19.05%,-52.78%,Energy,7.3M
1987,SAU,SAUSouthern Gold Ltd,$0.015,0.00%,+15.39%,+25.00%,-50.00%,Materials,7.29M
1988,DLM,DLMDominion Minerals Ltd,$0.032,0.00%,0.00%,0.00%,-41.82%,Materials,7.23M
1989,NVO,NVONovo Resources Corp,$0.19,0.00%,-2.56%,-17.39%,-5.00%,Materials,7.2M
1990,CAQ,CAQCAQ Holdings Ltd,$0.01,0.00%,0.00%,0.00%,-37.50%,Real Estate,7.18M
1991,DYM,DYMDynamic Metals Ltd,$0.205,+2.50%,+36.67%,0.00%,+2.50%,Materials,7.18M
1992,YANK,YANKBetashares Strong U.S. Dollar Fund (Hedge Fund),$12.95,0.00%,-5.41%,-0.15%,-3.65%,Financials,7.16M
1993,AER,AERAeeris Ltd,$0.10,0.00%,+11.11%,0.00%,-23.08%,Communication Services,7.16M
1994,LRL,LRLLabyrinth Resources Ltd,$0.006,0.00%,+20.00%,0.00%,-63.41%,Materials,7.13M
1995,PO3,PO3Purifloh Ltd,$0.22,0.00%,0.00%,0.00%,-26.67%,Utilities,7.08M
1996,KOB,KOBKoba Resources Ltd,$0.067,-4.29%,-1.47%,-16.25%,-64.74%,Materials,7.06M
1997,ELE,ELEElmore Ltd,$0.005,0.00%,0.00%,0.00%,-76.19%,Materials,7M
1998,W2V,W2VWay 2 Vat Ltd,$0.011,+10.00%,0.00%,-26.67%,-50.64%,Information Technology,6.98M
1999,VTI,VTIVisioneering Technologies Inc,$0.22,0.00%,-4.35%,-24.64%,-4.23%,Health Care,6.98M
2000,T92,T92Terra Uranium Ltd,$0.135,+3.85%,-3.57%,-22.86%,-49.66%,Energy,6.97M
2001,ATU,ATUAtrum Coal Ltd,$0.005,0.00%,0.00%,0.00%,-16.67%,Materials,6.96M
2002,N100,N100Global X US 100 ETF,$9.94,+0.91%,+2.05%,+0.10%,-0.40%,Financials,6.96M
2003,VMG,VMGVDM Group Ltd,$0.001,0.00%,0.00%,0.00%,0.00%,Industrials,6.93M
2004,G88,G88Golden Mile Resources Ltd,$0.021,+10.53%,-4.55%,-27.59%,-1.42%,Materials,6.92M
2005,AYLD,AYLDGlobal X S&P/ASX 200 Covered Call ETF,$9.85,+0.72%,+2.60%,+0.41%,-1.99%,Financials,6.9M
2006,LKY,LKYLocksley Resources Ltd,$0.047,+17.50%,+27.03%,+14.63%,-30.43%,Materials,6.89M
2007,SER,SERStrategic Energy Resources Ltd,$0.014,0.00%,-26.32%,+7.69%,-12.50%,Materials,6.8M
2008,TMX,TMXTerrain Minerals Ltd,$0.005,0.00%,+25.00%,0.00%,-28.57%,Materials,6.77M
2009,MCL,MCLMighty Craft Ltd,$0.019,+8.82%,-19.57%,-22.92%,-91.59%,Consumer Discretionary,6.74M
2010,AMM,AMMArmada Metals Ltd,$0.039,0.00%,+95.00%,+50.00%,-30.47%,Materials,6.73M
2011,LNR,LNRLanthanein Resources Ltd,$0.006,-7.69%,0.00%,-25.00%,-83.33%,Materials,6.73M
2012,EDE,EDEEden Innovations Ltd,$0.002,-20.00%,-20.00%,-33.33%,-66.67%,Energy,6.73M
2013,DEL,DELDelorean Corporation Ltd,$0.031,+3.33%,-8.82%,+34.78%,-58.67%,Utilities,6.69M
2014,HPC,HPCThe Hydration Pharmaceuticals Company Ltd,$0.027,+8.00%,-12.90%,-28.95%,-80.11%,Consumer Staples,6.69M
2015,RNX,RNXRenegade Exploration Ltd,$0.007,0.00%,-22.22%,-22.22%,-12.50%,Materials,6.67M
2016,IEC,IECIntra Energy Corporation Ltd,$0.004,0.00%,0.00%,-20.00%,-33.33%,Energy,6.64M
2017,DOR,DORDoriemus Plc,$0.055,0.00%,0.00%,0.00%,0.00%,Energy,6.62M
2018,DCX,DCXDiscovex Resources Ltd,$0.002,0.00%,0.00%,-20.00%,-33.33%,Materials,6.61M
2019,AGC,AGCAustralian Gold and Copper Ltd,$0.066,+4.76%,+1.54%,+8.20%,-4.35%,Materials,6.6M
2020,DES,DESDesoto Resources Ltd,$0.11,0.00%,0.00%,-12.00%,-45.00%,Materials,6.59M
2021,RCL,RCLReadcloud Ltd,$0.045,-2.17%,-21.05%,-16.67%,-64.19%,Information Technology,6.58M
2022,AGR,AGRAguia Resources Ltd,$0.014,0.00%,-12.50%,-2.33%,-76.75%,Materials,6.56M
2023,ADY,ADYAdmiralty Resources NL,$0.005,0.00%,-16.67%,-16.67%,-28.57%,Materials,6.52M
2024,RLG,RLGRoolife Group Ltd,$0.009,-18.18%,0.00%,-18.18%,-40.00%,Communication Services,6.5M
2025,CR1,CR1Constellation Resources Ltd,$0.13,0.00%,+23.81%,-21.21%,-7.14%,Materials,6.49M
2026,NYM,NYMNarryer Metals Ltd,$0.135,+8.00%,+39.18%,+17.39%,+3.85%,Materials,6.48M
2027,NMR,NMRNative Mineral Resources Holdings Ltd,$0.032,-3.03%,-15.79%,-21.95%,-78.67%,Materials,6.45M
2028,HOR,HORHorseshoe Metals Ltd,$0.01,-9.09%,0.00%,+25.00%,-52.38%,Materials,6.43M
2029,A1G,A1GAfrican Gold Ltd,$0.038,-5.00%,-5.00%,-7.32%,-60.83%,Materials,6.43M
2030,PFE,PFEPantera Minerals Ltd,$0.06,+5.26%,-1.64%,+5.26%,-36.17%,Materials,6.42M
2031,ID8,ID8Identitii Ltd,$0.015,-6.25%,-16.67%,+25.00%,-43.55%,Information Technology,6.41M
2032,CPM,CPMCooper Metals Ltd,$0.12,0.00%,0.00%,-4.00%,-63.64%,Materials,6.39M
2033,COY,COYCoppermoly Ltd,$0.012,-7.69%,0.00%,-7.69%,+20.00%,Materials,6.36M
2034,NME,NMENEX Metals Exploration Ltd,$0.018,0.00%,0.00%,+28.57%,-45.46%,Materials,6.35M
2035,BMG,BMGBMG Resources Ltd,$0.01,0.00%,+5.26%,-9.09%,-50.00%,Materials,6.34M
2036,AAJ,AAJAruma Resources Ltd,$0.032,+3.23%,0.00%,-11.11%,-54.29%,Materials,6.3M
2037,RML,RMLResolution Minerals Ltd,$0.005,0.00%,0.00%,-28.57%,-50.00%,Materials,6.29M
2038,ETPMPT,ETPMPTGlobal X Metal Securities Australia Ltd,$134.00,-2.17%,+0.22%,+1.34%,-2.81%,N/A,6.27M
2039,ILT,ILTIltani Resources Ltd,$0.15,0.00%,+15.39%,-16.67%,-25.00%,Materials,6.27M
2040,AUH,AUHAustchina Holdings Ltd,$0.003,0.00%,0.00%,-25.00%,-57.14%,Energy,6.23M
2041,WHK,WHKWhitehawk Ltd,$0.02,+17.65%,+5.26%,-20.00%,-70.50%,Information Technology,6.22M
2042,WYX,WYXWestern Yilgarn NL,$0.125,+8.70%,+76.06%,+32.98%,-10.71%,Materials,6.21M
2043,MPR,MPRMpower Group Ltd,$0.018,-5.26%,0.00%,-5.26%,-14.29%,Financials,6.19M
2044,HIQ,HIQHITIQ Ltd,$0.021,0.00%,+16.67%,0.00%,-37.76%,Health Care,6.18M
2045,AEI,AEIAeris Environmental Ltd,$0.025,0.00%,+13.64%,+13.64%,-34.21%,Industrials,6.14M
2046,DVL,DVLDorsavi Ltd,$0.011,0.00%,-15.39%,0.00%,-15.39%,Health Care,6.12M
2047,OCN,OCNOceana Lithium LtdSPONSORED,$0.115,-14.82%,-14.82%,-47.73%,-76.53%,Materials,6.1M
2048,RDS,RDSRedstone Resources Ltd,$0.007,0.00%,0.00%,-12.50%,0.00%,Materials,6.1M
2049,AYT,AYTAustin Metals Ltd,$0.006,0.00%,+20.00%,-14.29%,-14.29%,Materials,6.1M
2050,GRL,GRLGodolphin Resources Ltd,$0.036,-5.26%,-5.26%,-12.20%,-59.81%,Materials,6.09M
2051,YTMALD,YTMALDEquity Trustees Ltd,$99.98,0.00%,0.00%,0.00%,+1.70%,N/A,6.09M
2052,GO2,GO2The GO2 People Ltd,$0.014,0.00%,0.00%,0.00%,+27.27%,Industrials,6.08M
2053,GLV,GLVGlobal Oil & Gas Ltd,$0.013,0.00%,+8.33%,-7.14%,-48.00%,Energy,6.07M
2054,NFL,NFLNorfolk Metals Ltd,$0.20,+11.11%,+14.29%,0.00%,-34.43%,Materials,6.06M
2055,EEL,EELEnrg Elements Ltd,$0.006,0.00%,+20.00%,-25.00%,-75.00%,Materials,6.06M
2056,GTH,GTHGathid Ltd,$0.023,+9.52%,+9.52%,-14.82%,-53.06%,Information Technology,6.06M
2057,AMD,AMDArrow Minerals Ltd,$0.002,0.00%,0.00%,-33.33%,-60.00%,Materials,6.05M
2058,WC1,WC1West Cobar Metals Ltd,$0.062,-4.62%,-8.82%,-27.06%,-65.56%,Materials,6.02M
2059,BVR,BVRBellavista Resources Ltd,$0.125,0.00%,+13.64%,-10.71%,-40.48%,Materials,6.02M
2060,ARC,ARCARC Funds Ltd,$0.20,0.00%,-6.98%,-18.37%,-43.66%,Financials,6.02M
2061,KP2,KP2Kore Potash Plc,$0.009,0.00%,-18.18%,-10.00%,-30.77%,Materials,6.01M
2062,RAS,RASRagusa Minerals Ltd,$0.042,0.00%,+5.00%,+10.53%,-80.00%,Materials,5.99M
2063,M4M,M4MMacro Metals Ltd,$0.003,0.00%,0.00%,-25.00%,-25.00%,Materials,5.96M
2064,EMT,EMTEmetals Ltd,$0.007,0.00%,0.00%,-12.50%,-58.82%,Materials,5.95M
2065,AUK,AUKAumake Ltd,$0.004,0.00%,+14.29%,0.00%,0.00%,Consumer Discretionary,5.95M
2066,FXG,FXGFELIX Gold Ltd,$0.05,+6.38%,-11.50%,-31.51%,-56.52%,Materials,5.94M
2067,ILA,ILAIsland Pharmaceuticals Ltd,$0.073,+2.82%,+10.61%,-14.12%,-54.38%,Health Care,5.93M
2068,A3D,A3DAurora Labs Ltd,$0.024,-14.29%,-14.29%,+9.09%,-20.00%,Industrials,5.9M
2069,NSM,NSMNorth Stawell Minerals Ltd,$0.049,+11.36%,+36.11%,+44.12%,-46.15%,Materials,5.89M
2070,LVT,LVTLivetiles Ltd,$0.005,-16.67%,-16.67%,-44.44%,-91.53%,Information Technology,5.89M
2071,PL3,PL3Patagonia Lithium Ltd,$0.12,0.00%,-7.69%,0.00%,-45.46%,Materials,5.88M
2072,RKT,RKTRocketdna Ltd,$0.011,-8.33%,-15.39%,-21.43%,-15.39%,Information Technology,5.87M
2073,EAX,EAXEnergy Action Ltd,$0.195,0.00%,0.00%,0.00%,+129.41%,Industrials,5.87M
2074,TRT,TRTTodd River Resources Ltd,$0.009,0.00%,-10.00%,-18.18%,-50.00%,Materials,5.86M
2075,GML,GMLGateway Mining Ltd,$0.022,0.00%,-8.33%,-24.14%,-65.08%,Materials,5.86M
2076,YTMGP1,YTMGP1Equity Trustees Ltd,$96.43,0.00%,0.00%,0.00%,-1.10%,N/A,5.85M
2077,IPC,IPCImperial Pacific Ltd,$1.10,0.00%,0.00%,-6.78%,-24.14%,Financials,5.85M
2078,ADD,ADDAdavale Resources Ltd,$0.008,0.00%,0.00%,-33.33%,-73.11%,Materials,5.84M
2079,OZZ,OZZOZZ Resources Ltd,$0.063,+14.55%,+14.55%,-13.70%,-15.09%,Materials,5.83M
2080,CRM,CRMCarbon Minerals Ltd,$0.31,0.00%,0.00%,0.00%,0.00%,Energy,5.83M
2081,AXP,AXPAXP Energy Ltd,$0.001,0.00%,-50.00%,-50.00%,-77.78%,Energy,5.82M
2082,BDG,BDGBlack Dragon Gold Corp,$0.029,0.00%,-3.33%,-14.71%,-27.50%,Materials,5.82M
2083,EEU,EEUBetashares Euro ETF,$15.38,0.00%,-1.79%,+0.13%,+6.66%,Financials,5.81M
2084,AAP,AAPAustralian Agricultural Projects Ltd,$0.019,0.00%,+11.77%,0.00%,-9.52%,Consumer Staples,5.8M
